po_id,supplier_id,order_date,promised_date,actual_date,quantity,unit_price,defect_qty,spend,on_time,defect_rate
PO-0491,SUP-07,2025-08-22,2025-09-06,2025-09-05,166,128.23,4,21286.179999999997,1,0.024096385542168676
PO-0492,SUP-01,2025-09-27,2025-10-07,2025-10-07,328,49.05,5,16088.4,1,0.01524390243902439
PO-0493,SUP-11,2025-08-07,2025-08-13,2025-08-13,319,89.33,3,28496.27,1,0.009404388714733543
PO-0494,SUP-04,2025-03-31,2025-04-08,2025-04-08,59,50.48,0,2978.3199999999997,1,0.0
PO-0495,SUP-03,2025-10-30,2025-11-10,2025-11-11,254,132.32,6,33609.28,0,0.023622047244094488
PO-0496,SUP-10,2025-11-27,2025-12-07,2025-12-07,295,19.04,4,5616.8,1,0.013559322033898305
PO-0497,SUP-04,2025-07-19,2025-07-27,2025-07-27,394,101.67,12,40057.98,1,0.030456852791878174
PO-0498,SUP-05,2025-05-06,2025-05-20,2025-05-20,282,96.24,1,27139.68,1,0.0035460992907801418
PO-0499,SUP-04,2025-07-13,2025-07-21,2025-07-25,320,155.54,3,49772.799999999996,0,0.009375
PO-0500,SUP-12,2025-03-02,2025-03-15,2025-03-16,354,57.97,7,20521.38,0,0.01977401129943503
PO-0501,SUP-15,2025-09-15,2025-10-03,2025-10-02,42,29.81,0,1252.02,1,0.0
PO-0502,SUP-05,2025-12-21,2026-01-04,2026-01-05,299,152.98,0,45741.02,0,0.0
PO-0503,SUP-06,2025-03-12,2025-04-03,2025-04-03,43,50.74,1,2181.82,1,0.023255813953488372
PO-0504,SUP-10,2025-03-22,2025-04-01,2025-04-01,135,151.01,1,20386.35,1,0.007407407407407408
PO-0505,SUP-01,2025-05-17,2025-05-27,2025-05-27,34,31.22,1,1061.48,1,0.029411764705882353
PO-0506,SUP-11,2025-10-24,2025-10-30,2025-11-01,165,77.98,2,12866.7,0,0.012121212121212121
PO-0507,SUP-13,2025-02-12,2025-03-05,2025-03-05,249,82.73,7,20599.77,1,0.028112449799196786
PO-0508,SUP-14,2025-09-13,2025-09-20,2025-09-20,325,99.9,1,32467.500000000004,1,0.003076923076923077
PO-0509,SUP-02,2025-04-15,2025-04-22,2025-04-23,244,68.5,2,16714.0,0,0.00819672131147541
PO-0510,SUP-12,2025-03-01,2025-03-14,2025-03-14,180,34.77,4,6258.6,1,0.022222222222222223
PO-0511,SUP-03,2025-12-19,2025-12-30,2025-12-29,73,31.37,0,2290.01,1,0.0
PO-0512,SUP-09,2025-03-19,2025-04-12,2025-04-13,75,135.38,1,10153.5,0,0.013333333333333334
PO-0513,SUP-03,2025-02-01,2025-02-12,2025-02-12,57,101.19,2,5767.83,1,0.03508771929824561
PO-0514,SUP-01,2025-08-25,2025-09-04,2025-09-03,309,152.5,2,47122.5,1,0.006472491909385114
PO-0515,SUP-07,2025-01-29,2025-02-13,2025-02-12,383,123.39,6,47258.37,1,0.015665796344647518
PO-0516,SUP-04,2025-09-06,2025-09-14,2025-09-13,165,102.91,3,16980.149999999998,1,0.01818181818181818
PO-0517,SUP-09,2025-10-18,2025-11-11,2025-11-13,364,3.29,9,1197.56,0,0.024725274725274724
PO-0518,SUP-08,2025-06-27,2025-07-02,2025-07-02,246,36.7,4,9028.2,1,0.016260162601626018
PO-0519,SUP-11,2025-01-14,2025-01-20,2025-01-20,29,91.16,0,2643.64,1,0.0
PO-0520,SUP-04,2025-06-26,2025-07-04,2025-07-04,318,101.09,8,32146.620000000003,1,0.025157232704402517
PO-0521,SUP-03,2025-03-27,2025-04-07,2025-04-09,275,105.46,7,29001.5,0,0.025454545454545455
PO-0522,SUP-07,2025-07-15,2025-07-30,2025-07-30,65,56.52,1,3673.8,1,0.015384615384615385
PO-0523,SUP-11,2025-09-12,2025-09-18,2025-09-18,117,55.42,1,6484.14,1,0.008547008547008548
PO-0524,SUP-13,2025-09-06,2025-09-27,2025-09-26,217,7.11,6,1542.8700000000001,1,0.027649769585253458
PO-0525,SUP-15,2025-08-06,2025-08-24,2025-08-24,226,56.9,1,12859.4,1,0.004424778761061947
PO-0526,SUP-03,2025-03-17,2025-03-28,2025-03-28,305,47.72,8,14554.6,1,0.02622950819672131
PO-0527,SUP-07,2025-02-02,2025-02-17,2025-02-15,159,76.46,3,12157.14,1,0.018867924528301886
PO-0528,SUP-01,2025-07-27,2025-08-06,2025-08-06,280,122.58,2,34322.4,1,0.007142857142857143
PO-0529,SUP-09,2025-05-02,2025-05-26,2025-05-27,368,47.61,11,17520.48,0,0.029891304347826088
PO-0530,SUP-15,2025-08-01,2025-08-19,2025-08-18,370,16.8,4,6216.0,1,0.010810810810810811
PO-0531,SUP-04,2025-04-29,2025-05-07,2025-05-10,81,111.95,1,9067.95,0,0.012345679012345678
PO-0532,SUP-10,2025-12-13,2025-12-23,2025-12-23,285,94.8,2,27018.0,1,0.007017543859649123
PO-0533,SUP-08,2025-03-12,2025-03-17,2025-03-17,277,124.64,4,34525.28,1,0.01444043321299639
PO-0534,SUP-15,2025-03-29,2025-04-16,2025-04-16,216,108.5,1,23436.0,1,0.004629629629629629
PO-0535,SUP-01,2025-05-12,2025-05-22,2025-05-21,307,61.55,6,18895.85,1,0.019543973941368076
PO-0536,SUP-05,2025-10-26,2025-11-09,2025-11-08,145,27.64,0,4007.8,1,0.0
PO-0537,SUP-06,2025-07-26,2025-08-17,2025-08-17,117,117.47,0,13743.99,1,0.0
PO-0538,SUP-11,2025-02-09,2025-02-15,2025-02-16,341,24.79,6,8453.39,0,0.017595307917888565
PO-0539,SUP-04,2025-02-02,2025-02-10,2025-02-08,84,11.49,2,965.16,1,0.023809523809523808
PO-0540,SUP-02,2025-04-27,2025-05-04,2025-05-04,153,98.42,1,15058.26,1,0.006535947712418301
PO-0541,SUP-02,2025-11-23,2025-11-30,2025-12-01,154,112.59,4,17338.86,0,0.025974025974025976
PO-0542,SUP-01,2025-03-08,2025-03-18,2025-03-18,223,10.99,2,2450.77,1,0.008968609865470852
PO-0543,SUP-04,2025-11-07,2025-11-15,2025-11-16,98,22.68,1,2222.64,0,0.01020408163265306
PO-0544,SUP-15,2025-06-07,2025-06-25,2025-06-25,391,143.65,4,56167.15,1,0.010230179028132993
PO-0545,SUP-04,2025-08-13,2025-08-21,2025-08-21,307,81.51,5,25023.570000000003,1,0.016286644951140065
PO-0546,SUP-02,2025-02-07,2025-02-14,2025-02-13,202,51.1,5,10322.2,1,0.024752475247524754
PO-0547,SUP-02,2025-10-31,2025-11-07,2025-11-09,337,135.76,3,45751.119999999995,0,0.008902077151335312
PO-0548,SUP-15,2025-05-18,2025-06-05,2025-06-05,121,35.14,0,4251.9400000000005,1,0.0
PO-0549,SUP-01,2025-11-01,2025-11-11,2025-11-10,188,58.18,1,10937.84,1,0.005319148936170213
PO-0550,SUP-12,2025-11-24,2025-12-07,2025-12-07,345,154.24,1,53212.8,1,0.002898550724637681
PO-0551,SUP-08,2025-10-15,2025-10-20,2025-10-20,93,29.6,3,2752.8,1,0.03225806451612903
PO-0552,SUP-11,2025-02-16,2025-02-22,2025-02-23,374,5.39,3,2015.86,0,0.008021390374331552
PO-0553,SUP-08,2025-08-17,2025-08-22,2025-08-20,379,54.39,6,20613.81,1,0.0158311345646438
PO-0554,SUP-01,2025-12-28,2026-01-07,2026-01-07,68,94.34,3,6415.12,1,0.04411764705882353
PO-0555,SUP-13,2025-10-21,2025-11-11,2025-11-11,161,139.21,3,22412.81,1,0.018633540372670808
PO-0556,SUP-08,2025-03-21,2025-03-26,2025-03-26,276,136.12,4,37569.12,1,0.014492753623188406
PO-0557,SUP-02,2025-12-08,2025-12-15,2025-12-16,119,109.2,1,12994.800000000001,0,0.008403361344537815
PO-0558,SUP-06,2025-10-15,2025-11-06,2025-11-06,197,12.18,4,2399.46,1,0.02030456852791878
PO-0559,SUP-13,2025-11-08,2025-11-29,2025-11-29,242,88.28,3,21363.760000000002,1,0.012396694214876033
PO-0560,SUP-09,2025-11-30,2025-12-24,2025-12-25,168,34.0,3,5712.0,0,0.017857142857142856
PO-0561,SUP-14,2025-07-05,2025-07-12,2025-07-11,361,134.99,4,48731.39000000001,1,0.0110803324099723
PO-0562,SUP-06,2025-11-28,2025-12-20,2025-12-19,199,55.35,4,11014.65,1,0.020100502512562814
PO-0563,SUP-10,2025-11-25,2025-12-05,2025-12-05,77,17.36,1,1336.72,1,0.012987012987012988
PO-0564,SUP-09,2025-11-19,2025-12-13,2025-12-15,293,83.31,5,24409.83,0,0.017064846416382253
PO-0565,SUP-09,2025-05-19,2025-06-12,2025-06-13,235,79.48,5,18677.8,0,0.02127659574468085
PO-0566,SUP-01,2025-10-05,2025-10-15,2025-10-15,310,56.37,2,17474.7,1,0.0064516129032258064
PO-0567,SUP-15,2025-06-26,2025-07-14,2025-07-14,142,44.12,1,6265.04,1,0.007042253521126761
PO-0568,SUP-13,2025-03-18,2025-04-08,2025-04-08,367,151.67,4,55662.88999999999,1,0.010899182561307902
PO-0569,SUP-14,2025-01-08,2025-01-15,2025-01-16,126,150.6,2,18975.6,0,0.015873015873015872
PO-0570,SUP-11,2025-01-24,2025-01-30,2025-01-29,226,136.5,3,30849.0,1,0.01327433628318584
PO-0571,SUP-01,2025-12-24,2026-01-03,2026-01-03,116,131.24,2,15223.84,1,0.017241379310344827
PO-0572,SUP-05,2025-04-15,2025-04-29,2025-05-01,175,26.18,2,4581.5,0,0.011428571428571429
PO-0573,SUP-13,2025-05-08,2025-05-29,2025-05-28,161,158.5,1,25518.5,1,0.006211180124223602
PO-0574,SUP-03,2025-06-10,2025-06-21,2025-06-21,385,143.75,5,55343.75,1,0.012987012987012988
PO-0575,SUP-03,2025-12-29,2026-01-09,2026-01-11,118,44.15,1,5209.7,0,0.00847457627118644
PO-0576,SUP-05,2025-04-11,2025-04-25,2025-04-25,393,124.67,4,48995.31,1,0.010178117048346057
PO-0577,SUP-03,2025-12-23,2026-01-03,2026-01-03,32,75.3,1,2409.6,1,0.03125
PO-0578,SUP-01,2025-03-18,2025-03-28,2025-03-28,290,6.19,1,1795.1000000000001,1,0.0034482758620689655
PO-0579,SUP-06,2025-07-10,2025-08-01,2025-08-03,42,143.64,0,6032.879999999999,0,0.0
PO-0580,SUP-05,2025-03-25,2025-04-08,2025-04-08,209,131.72,4,27529.48,1,0.019138755980861243
PO-0581,SUP-11,2025-03-16,2025-03-22,2025-03-24,274,66.55,3,18234.7,0,0.010948905109489052
PO-0582,SUP-14,2025-08-25,2025-09-01,2025-09-01,334,23.5,6,7849.0,1,0.017964071856287425
PO-0583,SUP-12,2025-12-30,2026-01-12,2026-01-10,144,30.28,1,4360.32,1,0.006944444444444444
PO-0584,SUP-14,2025-04-15,2025-04-22,2025-04-23,98,45.29,1,4438.42,0,0.01020408163265306
PO-0585,SUP-07,2025-01-10,2025-01-25,2025-01-25,13,10.51,2,136.63,1,0.15384615384615385
PO-0586,SUP-01,2025-06-21,2025-07-01,2025-07-01,85,159.68,0,13572.800000000001,1,0.0
PO-0587,SUP-02,2025-08-18,2025-08-25,2025-08-25,138,59.57,0,8220.66,1,0.0
PO-0588,SUP-14,2025-07-21,2025-07-28,2025-07-26,209,5.78,7,1208.02,1,0.03349282296650718
PO-0589,SUP-06,2025-12-22,2026-01-13,2026-01-13,118,110.72,1,13064.96,1,0.00847457627118644
PO-0590,SUP-03,2025-11-22,2025-12-03,2025-12-03,352,78.21,4,27529.92,1,0.011363636363636364
PO-0591,SUP-13,2025-05-23,2025-06-13,2025-06-13,62,60.59,2,3756.5800000000004,1,0.03225806451612903
PO-0592,SUP-12,2025-09-01,2025-09-14,2025-09-13,75,46.71,2,3503.25,1,0.02666666666666667
PO-0593,SUP-02,2025-07-13,2025-07-20,2025-07-21,236,44.61,7,10527.96,0,0.029661016949152543
PO-0594,SUP-06,2025-01-07,2025-01-29,2025-01-30,67,53.77,1,3602.59,0,0.014925373134328358
PO-0595,SUP-12,2025-07-12,2025-07-25,2025-07-25,280,27.95,7,7826.0,1,0.025
PO-0596,SUP-03,2025-08-31,2025-09-11,2025-09-11,222,149.78,6,33251.16,1,0.02702702702702703
PO-0597,SUP-10,2025-10-02,2025-10-12,2025-10-12,352,20.16,1,7096.32,1,0.002840909090909091
PO-0598,SUP-09,2025-02-22,2025-03-18,2025-03-17,116,123.42,2,14316.72,1,0.017241379310344827
PO-0599,SUP-14,2025-11-17,2025-11-24,2025-11-24,313,117.47,6,36768.11,1,0.019169329073482427
PO-0600,SUP-13,2025-08-15,2025-09-05,2025-09-06,172,77.89,3,13397.08,0,0.01744186046511628
